Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,PlusMinus,PlusMinus_w
209,91,118,8475171,"Oliver Ekman-Larsson",D,4,4.141
296,92,204,8469506,"Jason Pominville",R,1,4.13
142,93,49,8475784,"Jeff Skinner",L,7,4.12
89,94,-5,8470617,"Mike Richards",C,11,4.056
118,95,23,8474613,"Derek Stepan",C,9,4.037
342,96,246,8467389,"Brad Richards",C,0,4.017
262,97,165,8475149,"Marcus Johansson",C,2,4.011
100,98,2,8474000,"Steven Kampfer",D,10,3.97
155,99,56,8473533,"Jordan Staal",C,6,3.969
29,100,-71,8464975,"Daniel Briere",C,20,3.949
233,101,132,8469466,"Ales Hemsky",R,3,3.948
635,102,533,8468704,"Antti Miettinen",R,-5,3.914
143,103,40,8471269,"Nicklas Grossmann",D,7,3.912
101,104,-3,8470054,"Keith Ballard",D,10,3.893
102,105,-3,8467478,"Kent Huskins",D,10,3.864
55,106,-51,8465951,"Matt Cooke",L,15,3.861
263,107,156,8467338,"Alex Tanguay",L,2,3.837
210,108,102,8458537,"Ray Whitney",L,4,3.835
478,109,369,8470602,"Dion Phaneuf",D,-2,3.832
78,110,-32,8467881,"Taylor Pyatt",L,12,3.803
72,111,-39,8471859,"Sergei Kostitsyn",L,13,3.787
103,112,-9,8471321,"Brett Carson",D,10,3.769
90,113,-23,8470309,"Ryan Whitney",D,11,3.687
73,114,-41,8471284,"Andrej Sekera",D,13,3.649
211,115,96,8469462,"Tuomo Ruutu",L,4,3.576
212,116,96,8467344,"Robyn Regehr",D,4,3.526
104,117,-13,8471816,"Mark Fayne",D,10,3.471
79,118,-39,8459461,"Brendan Morrison",C,12,3.469
37,119,-82,8474590,"John Carlson",D,18,3.385
234,120,114,8470041,"Rick Nash",L,3,3.377
343,121,222,8470877,"David Jones",R,0,3.32
156,122,34,8475118,"Matt Gilroy",D,6,3.302
62,123,-61,8468064,"Martin Erat",R,14,3.295
636,124,512,8467396,"Erik Cole",L,-5,3.291
264,125,139,8470603,"Andrei Kostitsyn",L,2,3.28
344,126,218,8470151,"Jay Bouwmeester",D,0,3.257
105,127,-22,8471338,"Torrey Mitchell",C,10,3.247
30,128,-98,8459053,"Adrian Aucoin",D,20,3.209
177,129,48,8471309,"Johan Franzen",R,5,3.2
144,130,14,8471707,"James Neal",L,7,3.16
213,131,82,8470110,"Trevor Daley",D,4,3.157
157,132,25,8470886,"Clayton Stoner",D,6,3.154
178,133,45,8469480,"Jeff Woywitka",D,5,3.147
265,134,131,8471678,"Benoit Pouliot",L,2,3.126
130,135,-5,8470626,"Loui Eriksson",R,8,3.089
678,136,542,8460743,"Tomas Holmstrom",L,-6,3.073
158,137,21,8462038,"Shane Doan",R,6,3.032
48,138,-90,8470606,"Dustin Brown",R,16,2.98
80,139,-59,8471709,"Marc-Edouard Vlasic",D,12,2.972
159,140,19,8473962,"Teddy Purcell",R,6,2.949
235,141,94,8468535,"Antoine Vermette",C,3,2.944
266,142,124,8473573,"Artem Anisimov",C,2,2.924
106,143,-37,8474164,"Jonathon Blum",D,10,2.919
31,144,-113,8470638,"Patrice Bergeron",C,20,2.84
119,145,-26,8473999,"Nick Palmieri",R,9,2.828
74,147,-73,8473991,"Karl Alzner",D,13,2.814
179,146,33,8470203,"Greg Mauldin",L,5,2.814
214,148,66,8468485,"Raffi Torres",L,4,2.812
595,149,446,8460542,"Patrik Elias",C,-4,2.704
180,150,30,8475185,"Jacob Josefson",C,5,2.696
637,151,486,8467988,"Ryan Malone",L,-5,2.695
131,152,-21,8471804,"Nathan Gerbe",L,8,2.68
107,154,-47,8467334,"Manny Malhotra",C,10,2.66
267,153,114,8475692,"Mats Zuccarello",L,2,2.66
215,155,60,8471811,"Cal O'Reilly",C,4,2.653
132,156,-24,8458938,"Roman Hamrlik",D,8,2.647
679,157,522,8467371,"Mike Ribeiro",C,-6,2.642
75,158,-83,8469622,"Ryane Clowe",L,13,2.638
726,159,567,8475158,"Ryan O'Reilly",C,-8,2.634
757,160,597,8468639,"John-Michael Liles",D,-10,2.631
216,161,55,8472262,"Clay Wilson",D,4,2.614
727,162,565,8470595,"Eric Staal",C,-8,2.603
268,163,105,8470280,"Ben Eager",L,2,2.593
269,164,105,8471634,"Ryan Shannon",R,2,2.579
40,165,-125,8470144,"Frans Nielsen",C,17,2.577
63,166,-103,8467330,"David Legwand",C,14,2.531
91,167,-76,8469473,"Marcel Goc",C,11,2.497
181,168,13,8470318,"Jonathan Ericsson",D,5,2.494
145,169,-24,8462077,"Jochen Hecht",C,7,2.492
393,170,223,8468493,"Ron Hainsey",D,-1,2.486
146,171,-25,8468463,"Mathieu Darche",L,7,2.385
24,172,-148,8471675,"Sidney Crosby",C,21,2.37
236,173,63,8473608,"Blake Geoffrion",C,3,2.34
217,174,43,8471385,"Adam Pardy",D,4,2.334
41,175,-134,8470543,"Chris Kunitz",L,17,2.31
394,176,218,8474031,"Kevin Shattenkirk",D,-1,2.29
182,177,5,8471386,"Scott Parse",L,5,2.25
147,178,-31,8467831,"Jeff Halpern",C,7,2.23
345,179,166,8474048,"Keith Aulie",D,0,2.228
133,180,-47,8471761,"Chris Butler",D,8,2.127
346,181,165,8470667,"Clarke MacArthur",L,0,2.121
134,182,-48,8471851,"Matt D'Agostini",R,8,2.097
160,183,-23,8468502,"David Hale",D,6,2.089
183,184,-1,8474564,"Steven Stamkos",C,5,2.086
347,185,162,8469670,"Marek Svatos",R,0,2.083
297,186,111,8474582,"Mattias Tedenby",R,1,2.078
161,187,-26,8471794,"Darren Helm",C,6,2.075
92,188,-96,8471887,"Patric Hornqvist",R,11,2.043
270,189,81,8464957,"J-P Dumont",R,2,2.024
162,190,-28,8465200,"Tomas Kaberle",D,6,2.004
804,191,613,8471208,"Dustin Penner",R,-13,1.987
184,192,-8,8470597,"Nikolay Zherdev",R,5,1.967
479,193,286,8474574,"Tyler Myers",D,-2,1.951
480,194,286,8474157,"Max Pacioretty",L,-2,1.937
81,195,-114,8468498,"Brooks Orpik",D,12,1.934
93,196,-103,8471698,"T.J. Oshie",R,11,1.88
56,197,-141,8450725,"Mark Recchi",R,15,1.853
163,198,-35,8458541,"Steve Staios",D,6,1.851
298,199,99,8467412,"Alexei Ponikarovsky",L,1,1.851
638,200,438,8474161,"Jakub Voracek",R,-5,1.85
135,201,-66,8469547,"Jordin Tootoo",R,8,1.825
185,202,-17,8470740,"Lee Stempniak",R,5,1.815
164,203,-39,8468542,"Paul Martin",D,6,1.799
148,204,-56,8473600,"Benn Ferriero",R,7,1.789
795,205,590,8468520,"Kurtis Foster",D,-12,1.785
299,206,93,8470737,"Brett Sterling",L,1,1.769
120,207,-87,8467439,"Jaroslav Spacek",D,9,1.756
742,208,534,8470613,"Brent Burns",D,-9,1.746
218,210,8,8474150,"Mikael Backlund",C,4,1.728
237,209,28,8470121,"Matt Greene",D,3,1.728
219,211,8,8473931,"Lee Sweatt",D,4,1.727
186,212,-26,8473449,"Kyle Okposo",R,5,1.712
136,213,-77,8470986,"Darryl Boyce",C,8,1.654
395,214,181,8467943,"Niklas Hagman",L,-1,1.639
220,215,5,8468500,"Alex Frolov",L,4,1.585
108,216,-108,8474569,"Colin Wilson",C,10,1.578
22,217,-195,8466333,"Andrew Ference",D,22,1.562
149,221,-72,8458590,"Mike Knuble",R,7,1.515
187,218,-31,8470713,"Paul Bissonnette",L,5,1.515
188,219,-31,8475167,"Victor Hedman",D,5,1.515
596,220,376,8468224,"Sean Avery",L,-4,1.515
189,222,-33,8467910,"Nolan Yonkman",D,5,1.499
137,223,-86,8466148,"Marian Hossa",R,8,1.476
348,224,124,8470039,"Tomas Fleischmann",L,0,1.472
221,225,-4,8460719,"Steve Sullivan",L,4,1.457
94,226,-132,8464981,"Cory Sarich",D,11,1.442
190,227,-37,8473466,"Ryan White",C,5,1.442
238,228,10,8471810,"Derek Joslin",D,3,1.436
76,229,-153,8473568,"Andreas Nodl",R,13,1.421
841,230,611,8474040,"Sam Gagner",C,-17,1.404
349,231,118,8471311,"Tyler Kennedy",R,0,1.392
481,232,249,8467423,"Shawn Horcoff",C,-2,1.342
239,233,6,8458943,"Cory Stillman",L,3,1.315
300,234,66,8471371,"Mike Brown",R,1,1.314
240,235,5,8474138,"Dustin Jeffrey",C,3,1.293
705,236,469,8459429,"Jason Arnott",C,-7,1.29
241,237,4,8466158,"Scott Hannan",D,3,1.287
242,238,4,8462036,"Daymond Langkow",C,3,1.283
482,239,243,8471476,"Daniel Winnik",C,-2,1.274
222,241,-19,8468252,"Eric Godard",R,4,1.255
350,240,110,8465025,"Arron Asham",R,0,1.255
351,242,109,8474149,"Evgenii Dadonov",L,0,1.246
301,243,58,8470136,"Nathan Oystrick",D,1,1.222
121,244,-123,8467463,"Mikael Samuelsson",R,9,1.22
302,245,57,8471280,"Nick Johnson",R,1,1.212
483,246,237,8457063,"Nicklas Lidstrom",D,-2,1.207
639,247,392,8470153,"Pierre-Marc Bouchard",C,-5,1.205
223,249,-26,8473914,"Mark Letestu",C,4,1.2
544,248,296,8470834,"Dustin Byfuglien",R,-3,1.2
191,250,-59,8471242,"Mike Green",D,5,1.182
396,251,145,8470678,"Alexandre Picard",D,-1,1.16
165,252,-87,8474013,"Ian Cole",D,6,1.159
82,253,-171,8473426,"Mike Weber",D,12,1.158
271,254,17,8460580,"Brad Lukowich",D,2,1.152
243,255,-12,8459514,"Jamal Mayers",R,3,1.132
640,256,384,8470105,"Scottie Upshall",L,-5,1.107
303,257,46,8467906,"Jonas Andersson",R,1,1.105
397,258,139,8468660,"Darcy Hordichuk",L,-1,1.075
781,259,522,8467917,"Jordan Leopold",D,-11,1.039
758,260,498,8475791,"Taylor Hall",L,-10,1.017
545,261,284,8470324,"Josh Gorges",D,-3,1.013
150,262,-112,8468700,"Paul Gaustad",C,7,0.977
244,263,-19,8473953,"Derek Smith",D,3,0.962
546,264,282,8467332,"Bryan Allen",D,-3,0.951
166,265,-99,8474102,"David Perron",L,6,0.916
398,266,132,8470156,"Joey Crabb",R,-1,0.913
42,267,-225,8470187,"Johnny Boychuk",D,17,0.905
304,268,36,8471696,"Matt Lashoff",D,1,0.901
224,269,-45,8470189,"David Van Der Gulik",L,4,0.894
138,270,-132,8468172,"Ruslan Fedotenko",L,8,0.849
167,271,-104,8469531,"Jay Harrison",D,6,0.841
272,272,0,8466138,"Joe Thornton",C,2,0.824
273,273,0,8460562,"Chris Drury",C,2,0.816
225,274,-49,8469490,"Tim Jackman",R,4,0.809
245,275,-30,8468501,"Anton Volchenkov",D,3,0.805
246,276,-30,8472394,"Peter Harrold",D,3,0.792
38,277,-239,8471232,"Lauri Korpikoski",L,18,0.779
122,278,-156,8473584,"Andrew MacDonald",D,9,0.754
597,279,318,8467336,"Mike Rupp",L,-4,0.75
305,280,25,8474707,"Philip Larsen",D,1,0.735
192,281,-89,8470289,"Jim Slater",C,5,0.722
484,282,202,8475181,"Nick Leddy",D,-2,0.72
399,283,116,8471419,"Mark Mancari",R,-1,0.711
247,285,-38,8470656,"David Liffiton",D,3,0.707
816,284,532,8475175,"Magnus Paajarvi",L,-14,0.707
759,286,473,8459442,"Saku Koivu",C,-10,0.689
64,287,-223,8471769,"Niklas Hjalmarsson",D,14,0.686
400,288,112,8470610,"Zach Parise",L,-1,0.675
401,289,112,8475602,"Casey Wellman",C,-1,0.67
598,290,308,8458529,"Alex Kovalev",R,-4,0.669
193,291,-98,8470621,"Corey Perry",R,5,0.64
248,292,-44,8474685,"Matt Calvert",L,3,0.633
274,293,-19,8474681,"Andrei Loktionov",C,2,0.63
109,294,-185,8473933,"Ben Lovejoy",D,10,0.625
306,295,11,8471862,"Colin Greening",L,1,0.619
307,296,11,8474727,"Ben Smith",R,1,0.605
275,297,-22,8465210,"Pavel Kubina",D,2,0.598
249,298,-49,8475150,"Jordan Caron",R,3,0.586
110,299,-189,8470620,"Jeff Tambellini",L,10,0.583
743,300,443,8475168,"Matt Duchene",C,-9,0.577
83,301,-218,8474091,"Brandon Sutter",C,12,0.573
352,302,50,8469647,"Derek Boogaard",L,0,0.564
168,303,-135,8464979,"Marco Sturm",L,6,0.563
308,304,4,8471231,"Kyle Chipchura",C,1,0.557
276,305,-29,8473913,"Sean Collins",D,2,0.553
277,306,-29,8470634,"Matt Smaby",D,2,0.549
194,307,-113,8471691,"Martin Hanzal",C,5,0.544
309,308,1,8471490,"Adam Cracknell",R,1,0.544
353,309,44,8475193,"Tomas Tatar",L,0,0.54
485,310,175,8474125,"Carl Gunnarsson",D,-2,0.538
169,311,-142,8470274,"Chris Higgins",L,6,0.532
402,312,90,8475151,"Kyle Palmieri",R,-1,0.53
151,314,-163,8466142,"Eric Brewer",D,7,0.526
403,313,90,8471856,"Joe Vitale",C,-1,0.526
354,315,39,8467545,"Michael Ryder",R,0,0.517
760,316,444,8471729,"Kris Russell",D,-10,0.51
278,317,-39,8469685,"Andrew Murray",C,2,0.504
355,318,37,8474605,"Patrick Wiercioch",D,0,0.503
310,319,-9,8474045,"Zach Hamill",C,1,0.499
599,320,279,8473992,"Justin Falk",D,-4,0.489
600,321,279,8471976,"David Desharnais",C,-4,0.478
279,322,-43,8467496,"Andrei Markov",D,2,0.475
311,323,-12,8470719,"Alexandre Bolduc",C,1,0.473
195,324,-129,8474094,"Matt Halischuk",R,5,0.472
312,325,-13,8473927,"Brad Mills",C,1,0.471
313,326,-13,8471268,"Victor Oreskovich",R,1,0.469
641,327,314,8471636,"Tim Sestito",L,-5,0.464
404,328,76,8470623,"Shawn Belle",D,-1,0.457
65,329,-264,8474551,"Ville Leino",L,14,0.447
805,330,475,8458951,"Sergei Gonchar",D,-13,0.442
123,331,-208,8468482,"Dany Heatley",L,9,0.423
314,332,-18,8460533,"Dave Scatchard",C,1,0.417
405,333,72,8469474,"Colby Armstrong",R,-1,0.414
486,334,152,8470622,"Patrick Eaves",R,-2,0.411
315,335,-20,8474892,"Eric Wellwood",L,1,0.409
316,336,-20,8473488,"Sergei Shirokov",L,1,0.406
317,337,-20,8474577,"Joe Colborne",C,1,0.404
547,338,209,8473618,"Mathieu Perreault",C,-3,0.385
318,339,-21,8473558,"Cory Emmerton",C,1,0.382
319,340,-21,8469564,"Richard Petiot",D,1,0.378
356,341,15,8474038,"Paul Byron",C,0,0.353
406,342,64,8469544,"Patrick Sharp",L,-1,0.35
196,343,-147,8472368,"Chris Conner",R,5,0.345
357,344,13,8471011,"Garrett Stafford",D,0,0.336
320,345,-25,8473970,"Rob Klinkhammer",L,1,0.316
358,346,12,8474195,"Maksim Mayorov",L,0,0.311
407,347,60,8469584,"Joel Perrault",C,-1,0.295
487,348,139,8474693,"Tomas Kubalik",R,-2,0.286
408,349,59,8473588,"Erik Condra",R,-1,0.284
280,351,-71,8466144,"Paul Mara",D,2,0.275
706,350,356,8469460,"Mike Komisarek",D,-7,0.275
321,352,-31,8471348,"Nikita Nikitin",D,1,0.274
359,353,6,8474220,"Jerome Samson",R,0,0.258
409,354,55,8470321,"Patrick Rissmiller",L,-1,0.256
488,355,133,8471766,"Jared Boll",R,-2,0.252
707,356,351,8469455,"Jason Spezza",C,-7,0.252
322,357,-35,8473537,"Viktor Stalberg",L,1,0.251
360,358,2,8474050,"Brett MacLean",L,0,0.25
57,359,-302,8474563,"Drew Doughty",D,15,0.244
410,360,50,8468778,"Colton Orr",R,-1,0.236
170,361,-191,8474612,"Travis Hamonic",D,6,0.227
281,362,-81,8475214,"Jeremy Morin",R,2,0.224
323,363,-40,8474570,"Cody Hodgson",C,1,0.218
489,364,125,8473682,"Andrew Ebbett",C,-2,0.208
411,365,46,8471411,"Chad Kolarik",C,-1,0.202
250,366,-116,8473592,"Vladimir Zharkov",R,3,0.182
412,367,45,8470378,"Andre Benoit",D,-1,0.18
761,368,393,8467899,"Martin Havlat",L,-10,0.173
548,369,179,8468083,"Henrik Zetterberg",L,-3,0.163
361,370,-9,8474207,"Nick Holden",D,0,0.161
362,371,-9,8473722,"John Scott",L,0,0.158
413,372,41,8474531,"Mike Moore",D,-1,0.156
830,373,457,8474059,"Linus Omark",L,-15,0.155
363,374,-11,8467436,"Jay Leach",D,0,0.151
251,375,-124,8474566,"Nikita Filatov",L,3,0.13
324,376,-52,8470273,"Ian White",D,1,0.13
364,377,-13,8467408,"Matt Walker",D,0,0.122
49,378,-329,8473546,"Michael Grabner",R,16,0.12
282,379,-97,8471670,"Guillaume Latendresse",L,2,0.12
325,380,-55,8474641,"Adam Henrique",C,1,0.119
549,381,168,8470137,"Joni Pitkanen",D,-3,0.11
252,382,-130,8458543,"Jassen Cullimore",D,3,0.081
550,383,167,8468611,"Matt Hendricks",L,-3,0.079
111,384,-273,8471245,"Dave Bolland",C,10,0.078
365,385,-20,8473605,"Alexander Vasyunov",L,0,0.074
197,386,-189,8473501,"Ty Wishart",D,5,0.073
25,387,-362,8473563,"Nicklas Backstrom",C,21,0.07
366,389,-23,8474589,"Tyler Ennis",C,0,0.066
414,388,26,8471840,"Brett Sutter",L,-1,0.066
601,390,211,8468513,"Nick Schultz",D,-4,0.062
744,391,353,8467878,"Tim Connolly",C,-9,0.051
326,392,-66,8474030,"Aaron Palushaj",R,1,0.048
551,393,158,8475172,"Nazem Kadri",C,-3,0.045
367,394,-27,8474042,"Cody Almond",C,0,0.032
415,395,20,8475799,"Nino Niederreiter",R,-1,0.025
368,396,-28,8471842,"Tim Kennedy",L,0,0.022
369,397,-28,8462535,"Jody Shelley",L,0,0.011
327,398,-71,8469582,"Colin Stuart",L,1,0.005
370,400,-30,8475372,"Andreas Engqvist",C,0,0
416,399,17,8473560,"Korbinian Holzer",D,-1,0
417,401,16,8474192,"Matt Frattin",R,-1,0
490,402,88,8470615,"Marc-Antoine Pouliot",C,-2,-0.01
418,403,15,8469505,"Noah Welch",D,-1,-0.011
491,404,87,8472370,"Jordan Hendry",D,-2,-0.012
371,405,-34,8465113,"Brian Willsie",R,0,-0.019
372,406,-34,8466212,"Francis Lessard",R,0,-0.026
492,407,85,8468086,"Alexandre Giroux",L,-2,-0.028
728,408,320,8470201,"Jiri Hudler",C,-8,-0.029
419,409,10,8469120,"Raitis Ivanans",L,-1,-0.042
420,411,9,8476205,"Stephane Da Costa",C,-1,-0.048
642,410,232,8474584,"Michael Del Zotto",D,-5,-0.048
328,412,-84,8471863,"Mario Bliznak",C,1,-0.049
373,413,-40,8475104,"Evan Oberg",D,0,-0.062
253,414,-161,8470299,"Erik Christensen",C,3,-0.067
421,415,6,8467580,"Mark Eaton",D,-1,-0.069
422,416,6,8471265,"Raymond Sawada",R,-1,-0.069
806,417,389,8473446,"Erik Johnson",D,-13,-0.075
374,418,-44,8475186,"John Moore",D,0,-0.078
423,419,4,8474657,"Jamie Arniel",C,-1,-0.09
198,420,-222,8467331,"Brad Stuart",D,5,-0.092
643,422,221,8458525,"Brian Rolston",R,-5,-0.092
680,421,259,8473485,"Chris Stewart",R,-6,-0.092
836,423,413,8466140,"Olli Jokinen",C,-16,-0.097
552,424,128,8458361,"Doug Weight",C,-3,-0.101
375,425,-50,8469755,"Brandon Segal",R,0,-0.102
376,426,-50,8469626,"Andrew Alberts",D,0,-0.114
708,427,281,8470966,"Mark Giordano",D,-7,-0.116
602,428,174,8449645,"Mike Modano",C,-4,-0.125
226,429,-203,8459492,"Vinny Prospal",L,4,-0.148
329,430,-101,8474077,"Carson McMillan",R,1,-0.149
330,431,-101,8472361,"Bill Thomas",R,1,-0.151
681,432,249,8468636,"Greg Zanon",D,-6,-0.157
782,433,349,8473507,"Jeff Petry",D,-11,-0.166
424,435,-11,8471786,"Ray Macias",D,-1,-0.169
553,434,119,8474719,"Teemu Hartikainen",C,-3,-0.169
377,436,-59,8467937,"Michael Zigomanis",C,0,-0.172
554,437,117,8470257,"Alexander Steen",L,-3,-0.175
555,438,117,8474009,"Nick Bonino",C,-3,-0.182
425,439,-14,8473712,"Frazer McLaren",L,-1,-0.183
807,440,367,8470618,"Anthony Stewart",R,-13,-0.205
493,441,52,8474705,"Mark Olver",C,-2,-0.209
494,442,52,8474576,"Zach Boychuk",L,-2,-0.212
331,443,-112,8462041,"Radek Dvorak",R,1,-0.221
682,444,238,8471705,"Brendan Mikkelson",D,-6,-0.221
495,445,50,8464994,"Steve Begin",L,-2,-0.222
227,447,-220,8468484,"Rostislav Klesla",D,4,-0.226
644,446,198,8467844,"Jason Blake",L,-5,-0.226
496,448,48,8474121,"Colton Gillies",C,-2,-0.233
426,449,-23,8475641,"Brendon Nash",D,-1,-0.237
427,450,-23,8471663,"Mike Blunden",R,-1,-0.24
497,451,46,8471767,"Blair Jones",C,-2,-0.245
428,452,-24,8470232,"Kris Newbury",C,-1,-0.25
498,453,45,8474716,"Jared Spurgeon",D,-2,-0.255
171,454,-283,8471664,"Mason Raymond",L,6,-0.258
429,455,-26,8468599,"Brian Fahey",D,-1,-0.262
430,456,-26,8473565,"Brian Strait",D,-1,-0.262
499,457,42,8468887,"Warren Peters",C,-2,-0.264
500,458,42,8470649,"Patrick O'Sullivan",C,-2,-0.264
283,459,-176,8470839,"Shane O'Brien",D,2,-0.266
378,460,-82,8470086,"Joe Callahan",D,0,-0.267
501,461,40,8466145,"Nick Boynton",D,-2,-0.269
556,462,94,8470065,"Ryan Craig",C,-3,-0.278
431,463,-32,8473456,"Rhett Rakhshani",R,-1,-0.288
432,464,-32,8475640,"Erik Gustafsson",D,-1,-0.309
502,465,37,8474085,"Johan Harju",L,-2,-0.313
433,466,-33,8474154,"Andreas Thuresson",R,-1,-0.321
434,467,-33,8474668,"Dale Weise",R,-1,-0.329
435,468,-33,8469681,"Ryan Hollweg",L,-1,-0.333
436,469,-33,8474098,"Colton Sceviour",C,-1,-0.334
437,470,-33,8470605,"Hugh Jessiman",R,-1,-0.335
379,471,-92,8474610,"Zac Dalpe",C,0,-0.34
438,472,-34,8471429,"Tyler Eckford",D,-1,-0.343
439,473,-34,8475204,"Brandon Pirri",C,-1,-0.345
440,474,-34,8470580,"Jed Ortmeyer",R,-1,-0.348
709,475,234,8467502,"Ales Kotalik",R,-7,-0.351
284,476,-192,8471748,"Mark Fraser",D,2,-0.354
441,477,-36,8475990,"Jamie Doornbosch",D,-1,-0.355
442,478,-36,8471719,"Matt Kassian",L,-1,-0.358
443,479,-36,8460502,"Wade Belak",R,-1,-0.369
557,480,77,8474024,"Jim O'Brien",C,-3,-0.369
444,481,-37,8470113,"John Zeiler",R,-1,-0.37
603,482,121,8470171,"Maxime Talbot",C,-4,-0.376
604,483,121,8468095,"George Parros",R,-4,-0.385
503,484,19,8471978,"Brett Festerling",D,-2,-0.386
504,485,19,8474850,"Brandon Mashinter",L,-2,-0.396
